,Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
184,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
185,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
186,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки при благоустройстве парков,46323913.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
187,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках благоустройства территории,91741694.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Погонный метр,
188,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках обустройства объекта,160769895.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Квадратный метр,
189,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740514.0,02.06.05.02 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ СРЕДСТВ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ТЕРРИТОРИЙ,Погонный метр,
190,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий объектов спорта,60046216.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
191,3.27-117-1,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при нормальной температуре воздуха и дорожного покрытия,1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий учреждений образования,59116550.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
192,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
193,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
194,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение дорожной разметки при благоустройстве парков,46323913.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
195,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках благоустройства территории,91741694.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Погонный метр,
196,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках обустройства объекта,160769895.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Квадратный метр,
197,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Нанесение разметки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740514.0,02.06.05.02 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ СРЕДСТВ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ТЕРРИТОРИЙ,Погонный метр,
198,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий объектов спорта,60046216.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
199,3.27-117-2,Нанесение поперечных линий дорожной разметки холодным двухкомпонентным пластиком толщиной 10 мм вручную с заглублением (внутрипазовая система) с посыпкой световозвращающими стеклошариками при пониженных температурах воздуха и дорожного покрытия,1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий учреждений образования,59116550.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
200,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
201,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение дорожной разметки в рамках строительства велосипедной инфраструктуры,161166014.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Квадратный метр,
202,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение дорожной разметки при благоустройстве парков,46323913.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
203,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение разметки в рамках благоустройства территории,91741694.0,02.03.03.07 ОБУСТРОЙСТВО ТЕРРИТОРИЙ СРЕДСТВАМИ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ,Погонный метр,
204,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение разметки в рамках обустройства объекта,160769895.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Квадратный метр,
205,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Нанесение разметки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740514.0,02.06.05.02 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ СРЕДСТВ ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ ТЕРРИТОРИЙ,Погонный метр,
206,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий объектов спорта,60046216.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
207,3.27-118-1,"Устройство внутрипазовой системы для нанесения поперечных линий горизонтальной дорожной разметки, глубина паза 10 мм",1 м2,1,Устройство дорожной разметки в рамках благоустройства территорий учреждений образования,59116550.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
208,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках благоустройства территории,91742763.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
209,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках благоустройства территории,91742763.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
210,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках ремонтно-восстановительных работ на объектах благоустройства,91743181.0,02.06.05.03 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ ТЕРРИТОРИЙ,Штука,
211,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство водоотводного лотка при благоустройстве парков,46323917.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Метр, метр
212,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство лотка водосточного (решетка) в рамках благоустройства территории,91741151.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
213,3.27-119-1,Устройство водоотводных лотков из композиционных полимерных материалов весом до 10 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство лотка водосточного (решетка) в рамках ремонтно-восстановительных работ на объектах благоустройства,91743129.0,02.06.05.03 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ ТЕРРИТОРИЙ,Штука,
214,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках благоустройства территории,91742763.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
215,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках благоустройства территории,91742763.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
216,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Замена лотка водосточного (решетка) в рамках ремонтно-восстановительных работ на объектах благоустройства,91743181.0,02.06.05.03 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ ТЕРРИТОРИЙ,Штука,
217,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство водоотводного лотка при благоустройстве парков,46323917.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Метр, метр
218,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство лотка водосточного (решетка) в рамках благоустройства территории,91741151.0,02.03.03.10 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ,Штука,
219,3.27-119-2,Устройство водоотводных лотков из композиционных полимерных материалов весом свыше 10 кг/м до 30 кг/м в комплекте с решеткой (крышкой) на подготовленные основания,100 м,1,Устройство лотка водосточного (решетка) в рамках ремонтно-восстановительных работ на объектах благоустройства,91743129.0,02.06.05.03 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ИНЖЕНЕРНЫХ КОММУНИКАЦИЙ ТЕРРИТОРИЙ,Штука,
220,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Замена покрытия из песчано-гравийной смеси в рамках благоустройства территории,91743525.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
221,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Замена покрытия из песчано-гравийной смеси в рамках ремонтно-восстановительных работ на объектах благоустройства,91740851.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
222,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Замена покрытия песчаного в рамках благоустройства территории,91743945.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
223,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Устройство песчаного покрытия при благоустройстве парков,46323923.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
224,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Устройство покрытия из песчано-гравийной смеси в рамках благоустройства территории,91740338.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
225,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Устройство покрытия из песчано-гравийной смеси в рамках ремонтно-восстановительных работ на объектах благоустройства,91738867.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
226,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Устройство покрытия песчаного в рамках благоустройства территории,91743423.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
227,3.27-12-1,Устройство подстилающих и выравнивающих слоев оснований из песка,100 м3 материала основания (в плотном теле),1,Устройство покрытия песчаного в рамках ремонтно-восстановительных работ на объектах благоустройства,91738861.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
228,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня (элемента сопряжения) на особо охраняемых природных территориях,10570197.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
229,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня (элемента сопряжения) на особо охраняемых природных территориях,10570197.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
230,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках благоустройства территории,91739618.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
231,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках благоустройства территорий объектов спорта,60046176.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
232,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках благоустройства территорий учреждений образования,59116670.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
233,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках компенсационного озеленения,70227482.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
234,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках обустройства объекта,160769431.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Метр,
235,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91741989.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
236,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена бортового камня при благоустройстве парков,77612548.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Погонный метр, погонный метр
237,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Замена съезда с тротуара на проезжую часть с понижением высоты бортового камня в рамках благоустройства территории,91742468.0,02.03.03.12 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
238,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Понижение бортового камня в рамках строительства велосипедной инфраструктуры,161166015.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Погонный метр,
239,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня (элемента сопряжения) на особо охраняемых природных территориях,10570229.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
240,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня в рамках благоустройства территории,91741245.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
241,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня в рамках благоустройства территорий объектов спорта,60046213.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
242,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня в рамках благоустройства территорий учреждений образования,59116752.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
243,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня в рамках компенсационного озеленения,70227512.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
244,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91738872.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
245,3.27-121-1,Установка бортовых камней бетонных длиной 1 м с креплением компенсаторов из пенополиэтилена в местах стыков,100 м,1,Устройство бортового камня при благоустройстве парков,,,, погонный метр
246,3.27-121-2,"Установка бортовых камней природных длиной до 1,5 м с креплением компенсаторов из пенополиэтилена в местах стыков",100 м,1,Замена бортового камня (элемента сопряжения) на особо охраняемых природных территориях,10570197.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
247,3.27-121-2,"Установка бортовых камней природных длиной до 1,5 м с креплением компенсаторов из пенополиэтилена в местах стыков",100 м,1,Замена бортового камня (элемента сопряжения) на особо охраняемых природных территориях,10570197.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
248,3.27-121-2,"Установка бортовых камней природных длиной до 1,5 м с креплением компенсаторов из пенополиэтилена в местах стыков",100 м,1,Замена бортового камня в рамках благоустройства территории,91739618.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
249,3.27-121-2,"Установка бортовых камней природных длиной до 1,5 м с креплением компенсаторов из пенополиэтилена в местах стыков",100 м,1,Замена бортового камня в рамках благоустройства территорий объектов спорта,60046176.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
250,3.27-121-2,"Установка бортовых камней природных длиной до 1,5 м с креплением компенсаторов из пенополиэтилена в местах стыков",100 м,1,Замена бортового камня в рамках благоустройства территорий учреждений образования,59116670.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
